behavior	displayName	category	description	visualType	agentic	capabilities	defaultNature	allowedNatures	commands	runtimeConcurrencyDefault	runtimeConcurrencyCeiling	property	propertyDisplayName	propertyDescription	type	required	default	allowed	adapterBinding	visibleWhen	requiredWhen	minimum	maximum	maximumUtf8Bytes	maximumItems	maximumItemUtf8Bytes	descriptorOutcomes
agent	Agent	AI	Named bounded Agent with optional governed Workspace access.	agent	true	agentic,ai,credential-reference,external-provider,network	WORKER	WORKER	handoff,implement,integrate,plan,read,remediate,research,resume,review,summarize,test	64	256	topP	Top-p	Nucleus sampling parameter forwarded verbatim.	STRING	false			false	agentDefinition:BLANK:				0	0	0	continue: The agent finished and its answer becomes the outgoing payload. The only outcome this node produces: anything else fails the node.; answered: Governed Agent result.; approved: Governed Agent result.; blocked: Governed Agent result.; changes-requested: Governed Agent result.; completed: Governed Agent result.; escalation: Governed Agent result.; failed: Governed Agent result.; fixed: Governed Agent result.; flaky: Governed Agent result.; inconclusive: Governed Agent result.; needs-input: Governed Agent result.; needs-work: Governed Agent result.; not-fixed: Governed Agent result.; passed: Governed Agent result.
agent	Agent	AI	Named bounded Agent with optional governed Workspace access.	agent	true	agentic,ai,credential-reference,external-provider,network	WORKER	WORKER	handoff,implement,integrate,plan,read,remediate,research,resume,review,summarize,test	64	256	seed	Seed	Sampling seed, when the endpoint honours it.	INTEGER	false			false	agentDefinition:BLANK:				0	0	0	continue: The agent finished and its answer becomes the outgoing payload. The only outcome this node produces: anything else fails the node.; answered: Governed Agent result.; approved: Governed Agent result.; blocked: Governed Agent result.; changes-requested: Governed Agent result.; completed: Governed Agent result.; escalation: Governed Agent result.; failed: Governed Agent result.; fixed: Governed Agent result.; flaky: Governed Agent result.; inconclusive: Governed Agent result.; needs-input: Governed Agent result.; needs-work: Governed Agent result.; not-fixed: Governed Agent result.; passed: Governed Agent result.
agent	Agent	AI	Named bounded Agent with optional governed Workspace access.	agent	true	agentic,ai,credential-reference,external-provider,network	WORKER	WORKER	handoff,implement,integrate,plan,read,remediate,research,resume,review,summarize,test	64	256	workspaceRef	Workspace	An explicitly declared Workspace in this graph. Blank retains bounded conversational execution.	WORKSPACE_REFERENCE	false			false					0	0	0	continue: The agent finished and its answer becomes the outgoing payload. The only outcome this node produces: anything else fails the node.; answered: Governed Agent result.; approved: Governed Agent result.; blocked: Governed Agent result.; changes-requested: Governed Agent result.; completed: Governed Agent result.; escalation: Governed Agent result.; failed: Governed Agent result.; fixed: Governed Agent result.; flaky: Governed Agent result.; inconclusive: Governed Agent result.; needs-input: Governed Agent result.; needs-work: Governed Agent result.; not-fixed: Governed Agent result.; passed: Governed Agent result.
agent	Agent	AI	Named bounded Agent with optional governed Workspace access.	agent	true	agentic,ai,credential-reference,external-provider,network	WORKER	WORKER	handoff,implement,integrate,plan,read,remediate,research,resume,review,summarize,test	64	256	agentDefinition	Named Agent	Approved versioned Agent identity, instructions, model and tools.	STRING	false			false		workspaceRef:PRESENT:			0	0	0	continue: The agent finished and its answer becomes the outgoing payload. The only outcome this node produces: anything else fails the node.; answered: Governed Agent result.; approved: Governed Agent result.; blocked: Governed Agent result.; changes-requested: Governed Agent result.; completed: Governed Agent result.; escalation: Governed Agent result.; failed: Governed Agent result.; fixed: Governed Agent result.; flaky: Governed Agent result.; inconclusive: Governed Agent result.; needs-input: Governed Agent result.; needs-work: Governed Agent result.; not-fixed: Governed Agent result.; passed: Governed Agent result.
agent	Agent	AI	Named bounded Agent with optional governed Workspace access.	agent	true	agentic,ai,credential-reference,external-provider,network	WORKER	WORKER	handoff,implement,integrate,plan,read,remediate,research,resume,review,summarize,test	64	256	agentVersion	Agent version	Exact immutable approved definition version.	INTEGER	false	1		false			1	9223372036854775807	0	0	0	continue: The agent finished and its answer becomes the outgoing payload. The only outcome this node produces: anything else fails the node.; answered: Governed Agent result.; approved: Governed Agent result.; blocked: Governed Agent result.; changes-requested: Governed Agent result.; completed: Governed Agent result.; escalation: Governed Agent result.; failed: Governed Agent result.; fixed: Governed Agent result.; flaky: Governed Agent result.; inconclusive: Governed Agent result.; needs-input: Governed Agent result.; needs-work: Governed Agent result.; not-fixed: Governed Agent result.; passed: Governed Agent result.
agent	Agent	AI	Named bounded Agent with optional governed Workspace access.	agent	true	agentic,ai,credential-reference,external-provider,network	WORKER	WORKER	handoff,implement,integrate,plan,read,remediate,research,resume,review,summarize,test	64	256	skills.<N>.name	Skill item Name	An ordered collection of complete name, description, and instructions groups. The executing runtime applies its configured payload ceilings. Name passed to load_skill; matched ignoring case.	STRING	true			false					0	0	0	continue: The agent finished and its answer becomes the outgoing payload. The only outcome this node produces: anything else fails the node.; answered: Governed Agent result.; approved: Governed Agent result.; blocked: Governed Agent result.; changes-requested: Governed Agent result.; completed: Governed Agent result.; escalation: Governed Agent result.; failed: Governed Agent result.; fixed: Governed Agent result.; flaky: Governed Agent result.; inconclusive: Governed Agent result.; needs-input: Governed Agent result.; needs-work: Governed Agent result.; not-fixed: Governed Agent result.; passed: Governed Agent result.
agent	Agent	AI	Named bounded Agent with optional governed Workspace access.	agent	true	agentic,ai,credential-reference,external-provider,network	WORKER	WORKER	handoff,implement,integrate,plan,read,remediate,research,resume,review,summarize,test	64	256	skills.<N>.description	Skill item Description	An ordered collection of complete name, description, and instructions groups. The executing runtime applies its configured payload ceilings. One line telling the model when the skill is worth loading.	STRING	true			false					0	0	0	continue: The agent finished and its answer becomes the outgoing payload. The only outcome this node produces: anything else fails the node.; answered: Governed Agent result.; approved: Governed Agent result.; blocked: Governed Agent result.; changes-requested: Governed Agent result.; completed: Governed Agent result.; escalation: Governed Agent result.; failed: Governed Agent result.; fixed: Governed Agent result.; flaky: Governed Agent result.; inconclusive: Governed Agent result.; needs-input: Governed Agent result.; needs-work: Governed Agent result.; not-fixed: Governed Agent result.; passed: Governed Agent result.
agent	Agent	AI	Named bounded Agent with optional governed Workspace access.	agent	true	agentic,ai,credential-reference,external-provider,network	WORKER	WORKER	handoff,implement,integrate,plan,read,remediate,research,resume,review,summarize,test	64	256	skills.<N>.instructions	Skill item Instructions	An ordered collection of complete name, description, and instructions groups. The executing runtime applies its configured payload ceilings. Body returned only when the model calls load_skill.	TEXT	true			false					0	0	0	continue: The agent finished and its answer becomes the outgoing payload. The only outcome this node produces: anything else fails the node.; answered: Governed Agent result.; approved: Governed Agent result.; blocked: Governed Agent result.; changes-requested: Governed Agent result.; completed: Governed Agent result.; escalation: Governed Agent result.; failed: Governed Agent result.; fixed: Governed Agent result.; flaky: Governed Agent result.; inconclusive: Governed Agent result.; needs-input: Governed Agent result.; needs-work: Governed Agent result.; not-fixed: Governed Agent result.; passed: Governed Agent result.
workspace	Workspace	Resources	Opens, inspects, checkpoints, closes or aborts an explicitly declared governed workspace.	workspace	false	durable,restart-safe,runner	WORKER	WORKER	abort,checkpoint,close,inspect,open	64	256	workspaceProfile	Workspace profile	Approved immutable workspace policy.	STRING	true			false					0	0	0	ready: Workspace lifecycle result.; inspected: Workspace lifecycle result.; checkpointed: Workspace lifecycle result.; closed: Workspace lifecycle result.; aborted: Workspace lifecycle result.; blocked: Workspace lifecycle result.
workspace	Workspace	Resources	Opens, inspects, checkpoints, closes or aborts an explicitly declared governed workspace.	workspace	false	durable,restart-safe,runner	WORKER	WORKER	abort,checkpoint,close,inspect,open	64	256	workspaceVersion	Profile version	Exact approved version.	INTEGER	false	1		false			1	9223372036854775807	0	0	0	ready: Workspace lifecycle result.; inspected: Workspace lifecycle result.; checkpointed: Workspace lifecycle result.; closed: Workspace lifecycle result.; aborted: Workspace lifecycle result.; blocked: Workspace lifecycle result.
workspace	Workspace	Resources	Opens, inspects, checkpoints, closes or aborts an explicitly declared governed workspace.	workspace	false	durable,restart-safe,runner	WORKER	WORKER	abort,checkpoint,close,inspect,open	64	256	workspaceScope	Workspace scope	Must agree with the approved profile.	STRING	false		EPHEMERAL,PROCESS_INSTANCE,NAMED	false					0	0	0	ready: Workspace lifecycle result.; inspected: Workspace lifecycle result.; checkpointed: Workspace lifecycle result.; closed: Workspace lifecycle result.; aborted: Workspace lifecycle result.; blocked: Workspace lifecycle result.
workspace	Workspace	Resources	Opens, inspects, checkpoints, closes or aborts an explicitly declared governed workspace.	workspace	false	durable,restart-safe,runner	WORKER	WORKER	abort,checkpoint,close,inspect,open	64	256	runtimeLifecycle	Runtime lifecycle	Must agree with the approved profile; independent of filesystem scope.	STRING	false		PER_INVOCATION,PER_WORKSPACE	false					0	0	0	ready: Workspace lifecycle result.; inspected: Workspace lifecycle result.; checkpointed: Workspace lifecycle result.; closed: Workspace lifecycle result.; aborted: Workspace lifecycle result.; blocked: Workspace lifecycle result.
workspace	Workspace	Resources	Opens, inspects, checkpoints, closes or aborts an explicitly declared governed workspace.	workspace	false	durable,restart-safe,runner	WORKER	WORKER	abort,checkpoint,close,inspect,open	64	256	runnerPool	Runner pool	Approved profile placement pool.	STRING	false			false					0	0	0	ready: Workspace lifecycle result.; inspected: Workspace lifecycle result.; checkpointed: Workspace lifecycle result.; closed: Workspace lifecycle result.; aborted: Workspace lifecycle result.; blocked: Workspace lifecycle result.
workspace	Workspace	Resources	Opens, inspects, checkpoints, closes or aborts an explicitly declared governed workspace.	workspace	false	durable,restart-safe,runner	WORKER	WORKER	abort,checkpoint,close,inspect,open	64	256	runtimeProfile	Runtime profile	Approved profile image/runtime binding.	STRING	false			false					0	0	0	ready: Workspace lifecycle result.; inspected: Workspace lifecycle result.; checkpointed: Workspace lifecycle result.; closed: Workspace lifecycle result.; aborted: Workspace lifecycle result.; blocked: Workspace lifecycle result.
